,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
14042,Dr Tinuola Akande Medical Professional Corporation,"Airdrie, AB T4A 3L7",2,Alberta,3112-General practitioners and family physicians,High Wage,Unknown,1,2024,Q1,3112,General practitioners and family physicians
14043,Dr. Phone Fix Canada Limited,"EDMONTON, AB T6N 1B5",1,Alberta,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
14044,DR.FIX WIRELESS LTD.,"edmonton, AB T6H 3C1",1,Alberta,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
14045,Dream X Transport Inc,"Calgary, AB T3J 3Z5",2,Alberta,1221-Administrative officers,High Wage,Unknown,2,2024,Q1,1221,Administrative officers
14046,Dream X Transport Inc,"Calgary, AB T3J 3Z5",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14047,Dreamline Drywall Ltd.,"Calgary, AB T3N 1A8",1,Alberta,"7204-Contractors and supervisors, carpentry trades",High Wage,Unknown,1,2024,Q1,7204,"Contractors and supervisors, carpentry trades"
14048,DREAMSTAR TILES LTD.,"Edmonton, AB T6L 3X4",1,Alberta,7283-Tilesetters,High Wage,Unknown,1,2024,Q1,7283,Tilesetters
14049,Driftpile First Nation,"Driftpile, AB T0G 0V0",1,Alberta,3144-Other professional occupations in therapy and assessment,High Wage,Unknown,1,2024,Q1,3144,Other professional occupations in therapy and assessment
14050,Drive Mechanical Ltd.,"Calgary, AB T2E 8G8",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14051,DRIVENET IT SOLUTIONS INC.,"CALGARY, AB T3L 2P3",1,Alberta,2175-Web designers and developers,High Wage,Unknown,1,2024,Q1,2175,Web designers and developers
14052,DS HOMES INC,"Calgary, AB T3N 1P3",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14053,DS HOMES INC,"Calgary, AB T3N 1P3",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14054,Duke Homes Inc.,"Airdrie, AB T4A 0K3",3,Alberta,7272-Cabinetmakers,High Wage,Unknown,1,2024,Q1,7272,Cabinetmakers
14055,Duke Homes Inc.,"Airdrie, AB T4A 0K3",2,Alberta,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
14056,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7",1,Alberta,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
14057,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14058,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7",1,Alberta,1524-Purchasing and inventory control workers,High Wage,Unknown,1,2024,Q1,1524,Purchasing and inventory control workers
14059,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7",1,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14060,DXB CONSTRUCTION LTD.,"CALGARY, AB T3J 5N4",2,Alberta,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
14061,DYK Coins & Toys Inc.,"Calgary, AB T2C 5N9",1,Alberta,1225-Purchasing agents and officers,High Wage,Unknown,1,2024,Q1,1225,Purchasing agents and officers
14062,Dynamic Concrete Pumping Inc.,"Calgary, AB T2C 3E1",1,Alberta,"7204-Contractors and supervisors, carpentry trades",High Wage,Unknown,1,2024,Q1,7204,"Contractors and supervisors, carpentry trades"
14063,Dynamic Concrete Pumping Inc.,"Calgary, AB T2C 3E1",1,Alberta,7521-Heavy equipment operators (except crane),High Wage,Unknown,1,2024,Q1,7521,Heavy equipment operators (except crane)
14064,Eastbay Trading (Canada) Ltd.,"Calgary, AB T2C 5P1",1,Alberta,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
14065,Eastbay Trading (Canada) Ltd.,"Calgary, AB T2C 5P1",1,Alberta,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
14066,Eastbay Trading (Canada) Ltd.,"Calgary, AB T2C 5P1",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14067,Eastbay Trading (Canada) Ltd.,"Calgary, AB T2C 5P1",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14068,Eastern Worldwide INC.,"CALGARY, AB T3J 5L3",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14069,EasyTrim Reveals Inc,"Calgary, AB T2C 2G8",1,Alberta,2234-Construction estimators,High Wage,Unknown,1,2024,Q1,2234,Construction estimators
14070,Ecostone Construction LTD,"Rocky view County, AB T1Z 0B8",1,Alberta,1414-Receptionists,High Wage,Unknown,1,2024,Q1,1414,Receptionists
14071,Ecostone Construction LTD,"Rocky view County, AB T1Z 0B8",6,Alberta,2225-Landscape and horticulture technicians and specialists,High Wage,Unknown,1,2024,Q1,2225,Landscape and horticulture technicians and specialists
14072,Ecotech Electrical Ltd,"Calgary, AB T3N 2B1",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14073,Edmonton Buddhist Research Institute,"Edmonton, AB T5X 0C2",1,Alberta,0114-Other administrative services managers,High Wage,Unknown,1,2024,Q1,0114,Other administrative services managers
14074,Edmonton Disposal INC.,"Edmonton, AB T6H 4J8",1,Alberta,7522-Public works maintenance equipment operators and related workers,High Wage,Unknown,1,2024,Q1,7522,Public works maintenance equipment operators and related workers
14075,Edmonton Medical Group Inc,"Edmonton, AB T5X 5V3",1,Alberta,3112-General practitioners and family physicians,High Wage,Unknown,1,2024,Q1,3112,General practitioners and family physicians
14076,Edmstars Trucking Ltd.,"Edmonton, AB T6X 2A4",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14077,Efficient Telecommunications Canada Inc,"CALGARY, AB T3J 5H3",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14078,EL MERCADO INC,"Edmonton, AB T6E 5C6",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14079,ELEFANTE EXPRESS LTD.,"CALGARY, AB T3J 4E7",2,Alberta,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
14080,ELEFANTE EXPRESS LTD.,"CALGARY, AB T3J 4E7",5,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14081,ELITE FLEET LOGISTICS INC.,"Calgary, AB T3N 1G6",4,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14082,Elite Home Stucco Ltd.,"Edmonton, AB T6R 1P4",4,Alberta,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
14083,Eliteway Transportation Inc.,"Calgary, AB T3N 2B8",3,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14084,Empire Framing Ltd,"Leduc, AB T9E 1C2",1,Alberta,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
14085,"Energy and Environmental Economics, Inc.","Calgary, AB T3C 2H5",1,Alberta,2133-Electrical and electronics engineers,High Wage,Unknown,1,2024,Q1,2133,Electrical and electronics engineers
14086,Enliven Brandworks Design Inc.,"Edmonton, AB T5M 1V1",1,Alberta,2174-Computer programmers and interactive media developers,High Wage,Unknown,1,2024,Q1,2174,Computer programmers and interactive media developers
14087,ENTERPRISE TECH SUCCESS MEDIA INC.,"EDMONTON, AB T6T 2J2",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14088,EVA CONSULTANCY SERVICES INC.,"Calgary, AB T3P 0P8",1,Alberta,2171-Information systems analysts and consultants,High Wage,Unknown,1,2024,Q1,2171,Information systems analysts and consultants
14089,EVA CONSULTANCY SERVICES INC.,"Calgary, AB T3P 0P8",1,Alberta,2174-Computer programmers and interactive media developers,High Wage,Unknown,1,2024,Q1,2174,Computer programmers and interactive media developers
14090,Evanston Physio Inc,"Calgary, AB T3P 0M9",1,Alberta,1243-Medical administrative assistants,High Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
14091,EVERGREEN EXTERIOR LTD.,"Calgary, AB T3N 0W2",2,Alberta,7291-Roofers and shinglers,High Wage,Unknown,1,2024,Q1,7291,Roofers and shinglers
14092,EVERGREEN HOMES & CONSTRUCTION LTD.,"CALGARY, AB T1Y 6L9",2,Alberta,7441-Residential and commercial installers and servicers,High Wage,Unknown,1,2024,Q1,7441,Residential and commercial installers and servicers
14093,Excellent Roofing & Renovations,"Calgary, AB T2E 2M3",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14094,EXCILENT FLOORING LTD,"EDMONTON, AB T6L 5N1",2,Alberta,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
14095,Executive Flight Centre Group Ltd.,"Calgary, AB T2E 7R3",1,Alberta,2282-User support technicians,High Wage,Unknown,1,2024,Q1,2282,User support technicians
14096,Experior Tiles Inc,"Calgary, AB T2G 3C3",2,Alberta,7283-Tilesetters,High Wage,Unknown,1,2024,Q1,7283,Tilesetters
14097,Expert Electrical Ltd,"Edmonton, AB T6B 3P3",1,Alberta,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
14098,Ex-Trak Industries Ltd,"Clairmont, AB T0H 0W0",1,Alberta,7237-Welders and related machine operators,High Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
14099,EXTREME MOTION ENTERPRISES INC,"Olds, AB T4H 1P4",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14100,Extreme Stucco 2017 Ltd.,"Calgary, AB T1Y 4X3",4,Alberta,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
14101,Eye Care Optical Ltd.,"Calgary, AB T3B 4Z1",1,Alberta,0621-Retail and wholesale trade managers,High Wage,Unknown,1,2024,Q1,0621,Retail and wholesale trade managers
14102,EZ Motors Ltd,"Red Deer, AB T4N 4L2",2,Alberta,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
14103,Ezetax and Professional Service,"EDMONTON, AB T6R 3G5",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14104,FAHMOOD ACCOUNTING SERVICES LTD.,"CALGARY, AB T3J 5L3",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14105,Fair Deal Furniture Ltd,"Calgary, AB T1Y 6Z2",1,Alberta,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
14106,FALSHIRE LIQUOR STORE INC.,"CALGARY, AB T3J 1T9",1,Alberta,0621-Retail and wholesale trade managers,High Wage,Unknown,1,2024,Q1,0621,Retail and wholesale trade managers
14107,FANCY DOORS AND MOULDINGS LTD,"EDMONTON, AB T6B 3S5",1,Alberta,2243-Industrial instrument technicians and mechanics,High Wage,Unknown,1,2024,Q1,2243,Industrial instrument technicians and mechanics
14108,Fast Transport Group Corporation,"Calgary, AB T3J 5E7",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14109,Fastway Towing Inc.,"Edmonton, AB T6L 0X7",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14110,Fastway Towing Inc.,"Edmonton, AB T6L 0X7",2,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14111,Fateh Paintings Ltd.,"Calgary, AB T3J 5H2",5,Alberta,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
14112,FBDS TRANSPORT LTD,"Calgary, AB T3N 0V5",2,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14113,FIFTHFLUX NETWORKS LTD,"Edmonton, AB T6T 1Z8",3,Alberta,7247-Cable television service and maintenance technicians,High Wage,Unknown,1,2024,Q1,7247,Cable television service and maintenance technicians
14114,"Fine Gold Resources, Ltd.","Calgary, AB T2P 1N8",4,Alberta,7312-Heavy-duty equipment mechanics,High Wage,Unknown,1,2024,Q1,7312,Heavy-duty equipment mechanics
14115,FINETOOTH TRADE LTD.,"Calgary, AB T3M 2C2",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14116,FINETOOTH TRADE LTD.,"Calgary, AB T3M 2C2",1,Alberta,2232-Mechanical engineering technologists and technicians,High Wage,Unknown,1,2024,Q1,2232,Mechanical engineering technologists and technicians
14117,FINETOOTH TRADE LTD.,"Calgary, AB T3M 2C2",1,Alberta,5241-Graphic designers and illustrators,High Wage,Unknown,1,2024,Q1,5241,Graphic designers and illustrators
14118,FIN-WALL SITE SERVICES LTD.,"Calgary, AB T2C 4T3",1,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14119,First Class Trading Company Inc.,"Edmonton, AB T6N 1B7",1,Alberta,2175-Web designers and developers,High Wage,Unknown,1,2024,Q1,2175,Web designers and developers
14120,FISH CREEK  DEPOT INC.,"Calgary, AB T2X 2A1",2,Alberta,"9619-Other labourers in processing, manufacturing and utilities",High Wage,Unknown,1,2024,Q1,9619,"Other labourers in processing, manufacturing and utilities"
14121,Floor Concepts Ltd,"Edmonton, AB T6B 3K3",1,Alberta,7283-Tilesetters,High Wage,Unknown,1,2024,Q1,7283,Tilesetters
14122,Flying Falcon Logistics Inc.,"Edmonton, AB T6B 1E6",5,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14123,FOCUS PRINTING INC.,"CALGARY, AB T3N 1V4",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14124,Focus Roofing LTD,"Calgary, AB T2K 4W6",1,Alberta,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
14125,Foremost Universal LP,"Lloydminster, AB T9V 2W8",22,Alberta,7237-Welders and related machine operators,High Wage,Unknown,2,2024,Q1,7237,Welders and related machine operators
14126,Forever Logistics Inc,"Edmonton, AB T6T 0V7",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14127,Fourteen Star Transport Inc.,"Calgary, AB T2C 5G1",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14128,FREIGHT HAWK LOGISTICS INC.,"Calgary, AB T2C 2Y5",4,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14129,Freightway Inc.,"CALGARY, AB T2C 2R6",1,Alberta,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
14130,Freightway Inc.,"CALGARY, AB T2C 2R6",2,Alberta,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",High Wage,Unknown,1,2024,Q1,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
14131,Freshfresh Alberta Co. Ltd.,"Calgary, AB T2E 6S6",1,Alberta,6222-Retail and wholesale buyers,High Wage,Unknown,1,2024,Q1,6222,Retail and wholesale buyers
14132,Friends Auto Repair Inc,"Calgary, AB T3N 1Y9",3,Alberta,7535-Other automotive mechanical installers and servicers,High Wage,Unknown,1,2024,Q1,7535,Other automotive mechanical installers and servicers
14133,Friends Painting & Decorating Ltd,"Calgary, AB T3J 0V6",1,Alberta,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
14134,Frontier Lube Inc,"Rockyview County, AB T1X 0W4",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14135,Future Ag Inc,"Red Deer, AB T4N 5G1",1,Alberta,7312-Heavy-duty equipment mechanics,High Wage,Unknown,1,2024,Q1,7312,Heavy-duty equipment mechanics
14136,G NAAZ TRUCKING LTD.,"Edmonton, AB T6T 2C6",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14137,G Square Builders Ltd.,"Calgary, AB T3J 5E7",1,Alberta,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
14138,G Square Builders Ltd.,"Calgary, AB T3J 5E7",1,Alberta,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
14139,G Square Builders Ltd.,"Calgary, AB T3J 5E7",3,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14140,G Square Builders Ltd.,"Calgary, AB T3J 5E7",2,Alberta,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
14141,G&S Gill trucking LTD,"Edmonton, AB T5V 1J6",5,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14142,GA Drywall & Taping Ltd.,"Edmonton, AB T6T 2A9",1,Alberta,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
14143,GA Transport Ltd,"Edmonton, AB T6T 0L2",1,Alberta,1525-Dispatchers,High Wage,Unknown,1,2024,Q1,1525,Dispatchers
14144,GBX Enterprises Ltd,"Calgary, AB T3J 3S7",3,Alberta,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
14145,GDI Integrated Facility Services,"Calgary, AB T2G 1W5",1,Alberta,0714-Facility operation and maintenance managers,High Wage,Unknown,1,2024,Q1,0714,Facility operation and maintenance managers
